track_name,artist(s)_name,artist_count,released_year,released_month,released_day,in_spotify_playlists,in_spotify_charts,streams,in_apple_playlists,in_apple_charts,in_deezer_playlists,in_deezer_charts,in_shazam_charts,bpm,key,mode,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%,cover_url,cluster
Daddy Issues,The Neighbourhood,1,2015,10,30,9771.0,4,0.4304847658818806,42.0,70.0,384.0,0.0,3.0,0.14184397163120566,A#,Major,0.49315068493150677,0.3118279569892473,0.45783132530120485,0.07216494845360824,0.3076292042657931,0.09574468085106383,0.0,https://i.scdn.co/image/ab67616d0000b2733066581d697fbdee4303d685,1
thought i was playing,"21 Savage, Gunna",2,2022,1,7,807.0,0,0.011300666572002262,3.0,0.0,5.0,0.0,0.0,0.5886524822695035,C#,Major,0.6164383561643836,0.26881720430107525,0.710843373493976,0.0,0.0,0.0425531914893617,0.09891196834817027,Not Found,1
ELEVEN,IVE,1,2021,12,1,521.0,1,0.08480296861232078,17.0,89.0,11.0,0.0,0.0,0.3900709219858156,A,Major,0.821917808219178,0.5913978494623657,0.710843373493976,0.061855670103092786,0.0,0.021276595744680854,0.19782393669634052,https://i.scdn.co/image/ab67616d0000b273da343b21617aac0c57e332bb,0
Mood (feat. Iann Dior),"24kgoldn, Iann Dior",2,2020,7,24,12854.0,0,0.6552209444869518,237.0,27.0,636.0,0.0,0.0,0.1843971631205673,G,Minor,0.6438356164383561,0.7741935483870969,0.6987951807228916,0.2268041237113402,0.0,0.2553191489361702,0.024727992087042572,https://i.scdn.co/image/ab67616d0000b27384c53fa832dfa265192419c5,0
What Else Can I Do?,"Stephanie Beatriz, Diane Guerrero",2,2021,11,19,802.0,0,0.048283035069815974,13.0,27.0,8.0,0.0,0.0,0.3900709219858156,E,Major,0.6712328767123288,0.5376344086021506,0.6867469879518073,0.26804123711340205,0.0,0.07446808510638298,0.024727992087042572,Not Found,0
Miserable Man,David Kushner,1,2022,1,7,788.0,0,0.036341396195438636,13.0,0.0,32.0,1.0,0.0,0.3191489361702128,A#,Major,0.547945205479452,0.2903225806451613,0.2530120481927711,0.9587628865979382,0.0,0.2765957446808511,0.0,https://i.scdn.co/image/ab67616d0000b273e3884b7043aa68c264faff71,2
happier,Olivia Rodrigo,1,2021,5,21,3069.0,4,0.32169525899300705,25.0,46.0,105.0,0.0,45.0,0.7375886524822696,F#,Major,0.21917808219178075,0.34408602150537637,0.37349397590361455,0.8350515463917526,0.0,0.05319148936170213,0.24727992087042566,https://i.scdn.co/image/ab67616d0000b273a91c10fe9472d9bd89802e5a,2
Praise God,Kanye West,1,2021,8,29,4651.0,0,0.1353332045904263,24.0,6.0,105.0,0.0,0.0,0.375886524822695,C#,Major,0.7808219178082192,0.1827956989247312,0.49397590361445787,0.010309278350515464,0.0,0.2446808510638298,0.34619188921859595,https://i.scdn.co/image/ab67616d0000b273cad190f1a73c024e5a40dddd,1
Get Into It (Yuh),Doja Cat,1,2021,6,25,4999.0,0,0.1905223465012615,43.0,19.0,73.0,12.0,0.0,0.1914893617021276,G#,Minor,0.9315068493150684,0.8064516129032259,0.6265060240963856,0.32989690721649484,0.0,0.06382978723404256,0.3214638971315534,https://i.scdn.co/image/ab67616d0000b273be841ba4bc24340152e3a79a,0
Before You Go,Lewis Capaldi,1,2019,11,1,8327.0,24,0.6193230006297766,205.0,130.0,625.0,0.0,25.0,0.33333333333333337,D#,Major,0.30136986301369867,0.16129032258064518,0.5542168674698795,0.6494845360824743,0.0,0.06382978723404256,0.0741839762611277,https://i.scdn.co/image/ab67616d0000b2737b9639babbe96e25071ec1d4,2
Sky,Playboi Carti,1,2020,12,25,3297.0,3,0.1865906652612762,25.0,3.0,52.0,0.0,1.0,0.5319148936170213,D,Major,0.7671232876712328,0.5591397849462366,0.9277108433734941,0.26804123711340205,0.0,0.10638297872340427,0.4451038575667662,https://i.scdn.co/image/ab67616d0000b27398ea0e689c91f8fea726d9bb,3
Rolling in the Deep,Adele,1,2010,11,29,35684.0,6,0.5661795993014275,195.0,125.0,6280.0,2.0,78.0,0.2836879432624113,G#,Major,0.6849315068493151,0.5161290322580646,0.746987951807229,0.13402061855670103,0.0,0.021276595744680854,0.0,https://i.scdn.co/image/ab67616d0000b2732118bf9b198b05a95ded6300,0
Sobrio,Maluma,1,2021,7,8,3506.0,10,0.18928823662092467,103.0,76.0,100.0,1.0,1.0,0.8014184397163121,F,Major,0.726027397260274,0.6344086021505377,0.7590361445783134,0.14432989690721648,0.0,0.12765957446808512,0.46983184965380875,https://i.scdn.co/image/ab67616d0000b2730c912949e9f848cc95797b27,3
Peru,"Ed Sheeran, Fireboy DML",2,2021,12,23,2999.0,0,0.09012674741534885,60.0,17.0,154.0,0.0,22.0,0.3049645390070922,G,Minor,1.0,0.7204301075268819,0.33734939759036153,0.5876288659793815,0.0,0.05319148936170213,0.14836795252225543,Not Found,0
favorite crime,Olivia Rodrigo,1,2021,5,21,3681.0,0,0.2954068327803561,20.0,21.0,99.0,0.0,7.0,0.7659574468085105,A,Major,0.2328767123287671,0.16129032258064518,0.18072289156626506,0.8865979381443299,0.0,0.32978723404255317,0.024727992087042572,https://i.scdn.co/image/ab67616d0000b273a91c10fe9472d9bd89802e5a,2
Thunder,"Prezioso, Gabry Ponte, LUM!X",3,2021,5,7,4846.0,10,0.15354915827586907,54.0,16.0,259.0,0.0,13.0,0.25531914893617025,C#,Major,0.6027397260273972,0.38709677419354843,0.9156626506024098,0.030927835051546393,0.0,0.32978723404255317,0.0741839762611277,Not Found,1
The Business,Tiï¿½ï¿,1,2020,1,1,14311.0,0,0.40489545220900425,255.0,32.0,582.0,0.0,14.0,0.3900709219858156,G#,Minor,0.7808219178082192,0.2150537634408602,0.5783132530120483,0.422680412371134,0.04101722723543908,0.08510638297872342,0.4945598417408513,Not Found,3
I WANNA BE YOUR SLAVE,Mï¿½ï¿½ne,1,2021,3,19,4873.0,0,0.3218768521923605,65.0,88.0,434.0,3.0,13.0,0.4822695035460993,C#,Major,0.7123287671232876,0.989247311827957,0.5662650602409639,0.0,0.0,0.1595744680851064,0.024727992087042572,Not Found,0
Vai Lï¿½ï¿½ Em Casa ,"Marï¿½ï¿½lia Mendonï¿½ï¿½a, George Henrique &",2,2021,10,22,772.0,0,0.09115154684871626,7.0,3.0,89.0,0.0,0.0,0.6595744680851064,G#,Minor,0.3150684931506849,0.6236559139784947,0.8313253012048193,0.5463917525773195,0.0,1.0,0.6181998021760642,Not Found,3
The Feels,TWICE,1,2021,10,1,1150.0,0,0.12337625006830831,20.0,99.0,44.0,0.0,2.0,0.3900709219858156,A,Major,0.7945205479452055,0.9462365591397851,0.9156626506024098,0.09278350515463918,0.0,0.05319148936170213,0.09891196834817027,https://i.scdn.co/image/ab67616d0000b273d1961ecb307c9e05ec8f7e82,0
No Lie,"Sean Paul, Dua Lipa",2,2016,11,18,7370.0,0,0.36344791913096997,92.0,127.0,1219.0,0.0,62.0,0.26241134751773043,G,Major,0.6986301369863015,0.44086021505376344,0.9036144578313253,0.05154639175257732,0.0,0.2446808510638298,0.24727992087042566,https://i.scdn.co/image/ab67616d0000b2732d564195ed3dd7b70d64862c,1
OUT OUT (feat. Charli XCX & Saweetie),"Charli XCX, Jax Jones, Joel Corry, Saweetie",4,2021,8,13,6890.0,0,0.1554332874769688,122.0,11.0,201.0,0.0,1.0,0.4184397163120567,G#,Minor,0.7671232876712328,0.8064516129032259,0.8433734939759038,0.020618556701030927,0.0,0.021276595744680854,0.049455984174085144,https://i.scdn.co/image/ab67616d0000b2730abb7463b44d1be6243642f4,0
Pope Is a Rockstar,SALES,1,2016,4,20,1966.0,0,0.04901409918565797,4.0,2.0,50.0,0.0,0.0,0.17730496453900713,E,Minor,0.6849315068493151,0.2903225806451613,0.37349397590361455,0.8762886597938144,0.492206726825269,0.08510638297872342,0.0,https://i.scdn.co/image/ab67616d0000b2731138eea74b6d7e06289bedaa,2
2055,Sleepy hallow,1,2021,4,14,2226.0,0,0.2328541689371578,29.0,0.0,44.0,0.0,0.0,0.6808510638297872,F#,Minor,0.7534246575342465,0.6559139784946237,0.45783132530120485,0.4742268041237113,0.0,0.09574468085106383,0.6923837784371919,https://i.scdn.co/image/ab67616d0000b27378376f650afd63698b82e4b1,3
Bored,Billie Eilish,1,2017,3,30,4204.0,0,0.2930722965372641,39.0,45.0,250.0,0.0,0.0,0.3900709219858156,G,Major,0.5068493150684932,0.07526881720430108,0.2289156626506024,0.9278350515463918,0.0,0.05319148936170213,0.049455984174085144,https://i.scdn.co/image/ab67616d0000b273e0f2af91be409aad81bba98c,2
Astronaut In The Ocean,Masked Wolf,1,2019,1,1,7191.0,0,0.4348094164571893,146.0,18.0,478.0,0.0,7.0,0.6028368794326241,E,Minor,0.7534246575342465,0.46236559139784944,0.674698795180723,0.18556701030927836,0.0,0.12765957446808512,0.14836795252225543,https://i.scdn.co/image/ab67616d0000b27397fdd7cf1b14d78c6a7fb17f,1
Ley Seca,"Anuel Aa, Jhay Cortez",2,2021,9,2,2012.0,0,0.12703671266887273,101.0,12.0,38.0,0.0,0.0,0.2836879432624113,G#,Major,0.726027397260274,0.5806451612903226,0.8433734939759038,0.10309278350515463,0.0,0.10638297872340427,0.173095944609298,Not Found,0
Every Summertime,NIKI,1,2021,8,10,1211.0,2,0.10149928405833089,30.0,2.0,5.0,0.0,6.0,0.099290780141844,F#,Major,0.547945205479452,0.7741935483870969,0.6385542168674699,0.3917525773195876,0.0,0.031914893617021274,0.024727992087042572,https://i.scdn.co/image/ab67616d0000b273d00cc26852fcc281296977be,0
Talking To The Moon,Bruno Mars,1,2010,10,4,7109.0,2,0.40513552794421676,5.0,0.0,862.0,0.0,0.0,0.5744680851063829,C#,Minor,0.3972602739726027,0.03225806451612903,0.5662650602409639,0.5257731958762887,0.0,0.08510638297872342,0.0,https://i.scdn.co/image/ab67616d0000b273f6b55ca93bd33211227b502b,2
you broke me first,Tate McRae,1,2020,4,17,6638.0,0,0.4511639458382085,167.0,19.0,318.0,0.0,1.0,0.4184397163120567,E,Major,0.5616438356164384,0.043010752688172046,0.27710843373493976,0.8144329896907216,0.0,0.06382978723404256,0.049455984174085144,https://i.scdn.co/image/ab67616d0000b2730c2c97099fd6a637ed0aa4a4,2
The Nights,Avicii,1,2014,1,1,17354.0,8,0.5596102508969268,92.0,122.0,1282.0,0.0,55.0,0.43262411347517726,F#,Major,0.4109589041095891,0.6666666666666667,0.855421686746988,0.020618556701030927,0.0,0.22340425531914893,0.024727992087042572,https://i.scdn.co/image/ab67616d0000b2730ae4f4d42e4a09f3a29f64ad,0
Take My Breath,The Weeknd,1,2021,8,6,6392.0,0,0.1574829955812045,174.0,73.0,344.0,0.0,0.0,0.3971631205673759,G#,Major,0.7123287671232876,0.5268817204301076,0.7228915662650603,0.020618556701030927,0.0,0.08510638297872342,0.049455984174085144,https://i.scdn.co/image/ab67616d0000b2734ab2520c2c77a1d66b9ee21d,0
Way 2 Sexy (with Future & Young Thug),"Drake, Future, Young Thug",3,2021,9,3,5481.0,0,0.17997630825582753,144.0,30.0,86.0,0.0,0.0,0.5035460992907801,B,Minor,0.7808219178082192,0.3118279569892473,0.5542168674698795,0.0,0.0,0.30851063829787234,0.27200791295746823,https://i.scdn.co/image/ab67616d0000b273cd945b4e3de57edd28481a3f,1
Cï¿½ï¿½,Rauw Alejandro,1,2021,6,25,2636.0,3,0.17055104166121782,36.0,82.0,39.0,0.0,5.0,0.26241134751773043,A,Minor,0.7397260273972603,0.23655913978494625,0.5903614457831325,0.5979381443298969,0.0,0.08510638297872342,0.049455984174085144,Not Found,2
Enemy - from the series Arcane League of Legends,"Imagine Dragons, League of Legends, Arcane",3,2021,10,27,824.0,0,0.4682121376721777,8.0,8.0,8.0,2.0,0.0,0.08510638297872342,G,Major,0.6849315068493151,0.5376344086021506,0.7228915662650603,0.23711340206185566,0.0,0.40425531914893614,0.4945598417408513,https://i.scdn.co/image/ab67616d0000b273fc915b69600dce2991a61f13,3
Dance Monkey,Tones and I,1,2019,5,10,24529.0,0,0.9999999999999999,533.0,167.0,3595.0,6.0,0.0,0.23404255319148937,F#,Minor,0.8082191780821919,0.5376344086021506,0.5421686746987953,0.711340206185567,0.0,0.1595744680851064,0.173095944609298,https://i.scdn.co/image/ab67616d0000b273c6f7af36ecdc3ed6e0a1f169,2
Lucid Dreams,Juice WRLD,1,2017,6,15,14749.0,0,0.8867780049881685,188.0,34.0,710.0,0.0,5.0,0.13475177304964536,B,Minor,0.2876712328767123,0.1935483870967742,0.40963855421686757,0.3917525773195876,0.0,0.3191489361702128,0.5192878338278939,https://i.scdn.co/image/ab67616d0000b273f7db43292a6a99b21b51d5b4,3
Quï¿½ï¿½ Mï¿½ï¿,"J Balvin, Maria Becerra",2,2021,1,28,8087.0,0,0.2706983191523639,92.0,34.0,131.0,0.0,0.0,0.26241134751773043,G#,Major,0.904109589041096,0.7849462365591399,0.819277108433735,0.030927835051546393,0.0,0.14893617021276595,0.19782393669634052,Not Found,0
All of Me,John Legend,1,2013,8,1,27221.0,0,0.8071796582370554,308.0,118.0,4534.0,2.0,77.0,0.3900709219858156,G#,Major,0.2602739726027397,0.3118279569892473,0.14457831325301204,0.9484536082474226,0.0,0.10638297872340427,0.0,https://i.scdn.co/image/ab67616d0000b27394c9217a398f5174757c0c78,2
Smells Like Teen Spirit - Remastered 2021,Nirvana,1,1991,9,10,49991.0,9,0.6516021673882528,265.0,121.0,12367.0,4.0,160.0,0.36879432624113473,C#,Major,0.3972602739726027,0.7419354838709679,0.9277108433734941,0.0,0.0,0.08510638297872342,0.09891196834817027,https://i.scdn.co/image/ab67616d0000b2739aa37e5baca62ca6cc98d056,0
Arcade,Duncan Laurence,1,2019,3,7,6646.0,0,0.37699292364568104,107.0,47.0,584.0,1.0,0.0,0.049645390070921946,A,Minor,0.30136986301369867,0.24731182795698925,0.2289156626506024,0.845360824742268,0.0,0.11702127659574468,0.024727992087042572,https://i.scdn.co/image/ab67616d0000b273a954408e456d4d9d410f448b,2
Fair Trade (with Travis Scott),"Drake, Travis Scott",2,2021,9,3,5403.0,6,0.22083103417183442,118.0,116.0,96.0,0.0,3.0,0.7304964539007092,C#,Major,0.6027397260273972,0.26881720430107525,0.3975903614457832,0.05154639175257732,0.0,0.2021276595744681,0.568743818001979,https://i.scdn.co/image/ab67616d0000b273cd945b4e3de57edd28481a3f,3
Bar,"Tini, L-Gante",2,2021,11,11,755.0,4,0.06642699259748297,22.0,3.0,0.0,0.0,0.0,0.2056737588652482,C#,Major,0.3972602739726027,0.6881720430107527,0.6626506024096386,0.13402061855670103,0.0,0.3191489361702128,0.12363996043521285,https://i.scdn.co/image/ab67616d0000b2737b1a8b1a92561bb5d16d6b4c,0
The Rumbling (TV Size),SiM,1,2022,1,10,254.0,0,0.015361326258218181,0.0,4.0,23.0,0.0,0.0,0.5673758865248227,G#,Major,0.24657534246575347,0.6559139784946237,0.8915662650602411,0.0,0.0,0.2446808510638298,0.049455984174085144,https://i.scdn.co/image/ab67616d0000b2735d2f378be5d973ad504456d7,1
family ties (with Kendrick Lamar),"Kendrick Lamar, Baby Keem",2,2021,8,27,6308.0,5,0.20759095081615098,114.0,15.0,63.0,0.0,2.0,0.4893617021276595,C#,Major,0.6575342465753424,0.10752688172043011,0.5662650602409639,0.010309278350515464,0.0,0.2127659574468085,0.741839762611277,Not Found,3
Mr. Brightside,The Killers,1,2003,9,23,51979.0,15,0.6973501950150968,306.0,99.0,5063.0,2.0,120.0,0.5886524822695035,C#,Major,0.1643835616438356,0.2150537634408602,0.9518072289156628,0.0,0.0,0.07446808510638298,0.12363996043521285,https://i.scdn.co/image/ab67616d0000b273ccdddd46119a4ff53eaf1f5d,1
Blessed-Cursed,ENHYPEN,1,2022,1,10,246.0,0,0.01784581297594768,2.0,12.0,10.0,0.0,0.0,0.43971631205673756,E,Minor,0.5068493150684932,0.38709677419354843,0.9036144578313253,0.09278350515463918,0.0,0.6063829787234043,0.0741839762611277,https://i.scdn.co/image/ab67616d0000b2731c1ea5bfa5680ac877acdd55,1
AM Remix,"J Balvin, Nio Garcia, Bad Bunny",3,2021,6,24,6556.0,0,0.1951433584164639,93.0,5.0,67.0,1.0,0.0,0.7588652482269503,F#,Minor,0.6986301369863015,0.8064516129032259,0.6265060240963856,0.1134020618556701,0.0,0.05319148936170213,0.3214638971315534,Not Found,0
Streets,Doja Cat,1,2019,11,7,5728.0,0,0.3276018418679188,85.0,87.0,179.0,0.0,12.0,0.17730496453900713,B,Major,0.7123287671232876,0.16129032258064518,0.3855421686746988,0.21649484536082475,0.08203445447087816,0.32978723404255317,0.12363996043521285,https://i.scdn.co/image/ab67616d0000b273f14aa81116510d3a6df8432b,1
Shallow,"Lady Gaga, Bradley Cooper",2,2018,9,27,16636.0,12,0.835951751100298,368.0,155.0,2854.0,6.0,121.0,0.21985815602836878,G,Major,0.4657534246575343,0.2795698924731183,0.3132530120481928,0.3917525773195876,0.0,0.2446808510638298,0.0,https://i.scdn.co/image/ab67616d0000b273e2d156fdc691f57900134342,2
Polaroid Love,ENHYPEN,1,2022,1,10,461.0,0,0.0705135042420462,10.0,56.0,17.0,0.0,0.0,0.5177304964539007,G,Minor,0.6986301369863015,0.6559139784946237,0.6385542168674699,0.4742268041237113,0.0,0.35106382978723405,0.024727992087042572,https://i.scdn.co/image/ab67616d0000b2731c1ea5bfa5680ac877acdd55,0
Leave Before You Love Me (with Jonas Brothers),"Marshmello, Jonas Brothers",2,2021,4,28,4893.0,4,0.24354900909170735,143.0,24.0,110.0,0.0,70.0,0.3900709219858156,G,Major,0.6712328767123288,0.6774193548387097,0.6987951807228916,0.0,0.0,0.10638297872340427,0.024727992087042572,https://i.scdn.co/image/ab67616d0000b273ae40468931087f78919b86ce,0
Permission to Dance,BTS,1,2021,7,9,1801.0,2,0.22649583555616914,77.0,134.0,74.0,0.0,2.0,0.42553191489361697,A,Major,0.6438356164383561,0.6559139784946237,0.7228915662650603,0.010309278350515464,0.0,0.32978723404255317,0.024727992087042572,https://i.scdn.co/image/ab67616d0000b273a7e481899b7e0396f93d10b8,0
Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit,"Riton, Nightcrawlers, Mufasa & Hypeman, Dopamine",4,2021,1,15,12043.0,0,0.32686172872183283,209.0,54.0,710.0,0.0,18.0,0.4113475177304964,D,Major,0.8082191780821919,0.817204301075269,0.8674698795180723,0.010309278350515464,0.0,0.2872340425531915,0.24727992087042566,https://i.scdn.co/image/ab67616d0000b273815cb538fd7821595b2bc8c5,0
RAPSTAR,Polo G,1,2021,4,9,4731.0,0,0.3007884551977453,141.0,12.0,78.0,0.0,0.0,0.11347517730496448,F#,Major,0.7671232876712328,0.43010752688172044,0.4819277108433735,0.422680412371134,0.0,0.10638297872340427,0.5192878338278939,https://i.scdn.co/image/ab67616d0000b273a493e05c99d8ec5e8020ff2b,3
'Till I Collapse,"Eminem, Nate Dogg",2,2002,5,26,22923.0,0,0.6537708433827031,78.0,46.0,2515.0,1.0,0.0,0.7517730496453899,C#,Major,0.43835616438356156,0.06451612903225808,0.855421686746988,0.07216494845360824,0.0,0.05319148936170213,0.42037586547972366,https://i.scdn.co/image/ab67616d0000b2736ca5c90113b30c3c43ffb8f4,1
Memories,Maroon 5,1,2019,9,20,9974.0,2,0.6788624533192302,272.0,67.0,1066.0,1.0,19.0,0.1843971631205673,B,Major,0.7397260273972603,0.6021505376344087,0.21686746987951808,0.865979381443299,0.0,0.05319148936170213,0.049455984174085144,https://i.scdn.co/image/ab67616d0000b27386a8ab515de4b7aef28cd631,2
Se Le Ve,"Arcangel, De La Ghetto, Justin Quiles, Lenny Tavï¿½ï¿½rez, Sech, Dalex, Dimelo Flow, Rich Music",8,2021,8,12,1560.0,0,0.07520813908931809,72.0,0.0,0.0,0.0,0.0,0.13475177304964536,G,Minor,0.4520547945205479,0.6129032258064517,0.746987951807229,0.10309278350515463,0.0,0.11702127659574468,0.19782393669634052,Not Found,0
25k jacket (feat. Lil Baby),"Gunna, Lil Baby",2,2022,1,7,620.0,0,0.009044028848199468,17.0,3.0,3.0,0.0,0.0,0.35460992907801414,F,Minor,0.9178082191780823,0.7526881720430109,0.4819277108433735,0.16494845360824742,0.0,0.10638297872340427,0.6181998021760642,https://i.scdn.co/image/ab67616d0000b27314d91ebdd6d7e2931322cc1a,3
Esqueï¿½ï¿½a-Me Se For C,"Marï¿½ï¿½lia Mendonï¿½ï¿½a, Maiara &",2,2021,10,14,580.0,0,0.08895953096549837,24.0,92.0,93.0,0.0,0.0,0.4042553191489362,F#,Minor,0.7808219178082192,0.6236559139784947,0.6626506024096386,0.28865979381443296,0.0,0.10638297872340427,0.09891196834817027,Not Found,0
Miï¿½ï¿½n,"Tini, Maria Becerra",2,2021,4,29,3406.0,16,0.22170904905338673,61.0,23.0,70.0,1.0,0.0,0.1914893617021276,D,Major,0.8493150684931507,0.9462365591397851,0.4819277108433735,0.16494845360824742,0.0,0.2765957446808511,0.09891196834817027,Not Found,0
Sï¿½ï¿½,"Anuel Aa, Myke Towers, Jhay Cortez",3,2021,11,18,903.0,0,0.05705820454141397,30.0,26.0,15.0,0.0,0.0,0.17730496453900713,F#,Minor,0.547945205479452,0.7634408602150539,0.7349397590361446,0.17525773195876287,0.0,0.08510638297872342,0.12363996043521285,Not Found,0
MAMIII,"Karol G, Becky G",2,2022,2,10,6809.0,28,0.2690345860398699,151.0,102.0,175.0,5.0,29.0,0.2056737588652482,E,Minor,0.8356164383561644,0.924731182795699,0.674698795180723,0.09278350515463918,0.0,0.11702127659574468,0.12363996043521285,Not Found,0
Still D.R.E.,"Dr. Dre, Snoop Dogg",2,1999,1,1,33966.0,0,0.46315040902436877,141.0,78.0,6591.0,1.0,0.0,0.1985815602836879,B,Major,0.7945205479452055,0.5268817204301076,0.7710843373493976,0.18556701030927836,0.0,0.031914893617021274,0.5192878338278939,https://i.scdn.co/image/ab67616d0000b2739b19c107109de740bad72df5,3
Stay Alive (Prod. SUGA of BTS),Jung Kook,1,2022,2,11,590.0,5,0.08426807579397158,4.0,113.0,20.0,0.0,1.0,0.46099290780141844,D,Minor,0.38356164383561636,0.49462365591397855,0.746987951807229,0.30927835051546393,0.0,0.07446808510638298,0.09891196834817027,https://i.scdn.co/image/ab67616d0000b2738916a2bb404bed6755f2bbbd,1
Boyfriend,Dove Cameron,1,2022,2,11,3766.0,0,0.18247756921699287,76.0,0.0,102.0,0.0,2.0,0.8156028368794327,G,Minor,0.1643835616438356,0.20430107526881724,0.5662650602409639,0.23711340206185566,0.0,0.1702127659574468,0.0741839762611277,https://i.scdn.co/image/ab67616d0000b2730397f50cb9dc5393db5d08bc,1
The Next Episode,"Dr. Dre, Snoop Dogg",2,1999,1,1,31762.0,0,0.3188270633722682,142.0,40.0,5451.0,1.0,953.0,0.21276595744680848,D#,Minor,0.9452054794520548,0.2903225806451613,0.9036144578313253,0.030927835051546393,0.0,0.05319148936170213,0.5440158259149365,https://i.scdn.co/image/ab67616d0000b2739b19c107109de740bad72df5,3
Light Switch,Charlie Puth,1,2022,1,19,4049.0,0,0.18406071845379104,119.0,6.0,85.0,1.0,1.0,0.8439716312056736,F#,Major,0.6301369863013699,0.9354838709677421,0.5903614457831325,0.1134020618556701,0.0,0.06382978723404256,0.6923837784371919,https://i.scdn.co/image/ab67616d0000b27335d2e0ed94a934f2cc46fa49,3
City of Gods,"Kanye West, Alicia Keys, Fivio Foreign",3,2022,2,11,2096.0,0,0.029601693873015273,34.0,3.0,30.0,0.0,0.0,0.5815602836879433,G#,Minor,0.32876712328767116,0.49462365591397855,0.7951807228915663,0.10309278350515463,0.0,0.30851063829787234,0.8654797230464899,Not Found,3
Brividi,"Mahmood, Blanco",2,2022,2,2,1175.0,0,0.040534748795855835,34.0,1.0,31.0,0.0,0.0,0.4113475177304964,G,Major,0.3972602739726027,0.43010752688172044,0.5542168674698795,0.41237113402061853,0.0,0.2446808510638298,0.0,https://i.scdn.co/image/ab67616d0000b273ac4a7d6e5e77c52ba430278b,1
